0 	0 	0 	0
0.000446734 	-1.0889e-05 	-5.25591e-05 	1.23643e-27
0.000893467 	-2.17781e-05 	-0.000105118 	2.47287e-27
0.0013402 	-3.35261e-05 	-0.000147084 	5.70315e-27
0.00178693 	-4.6091e-05 	-0.000178974 	1.083e-26
0.00223367 	-5.833e-05 	-0.000209949 	1.5814e-26
0.0026804 	-5.78535e-05 	-0.000205243 	1.52228e-26
0.00312714 	-5.7377e-05 	-0.000200537 	1.46316e-26
0.00357387 	-4.14061e-05 	-0.000169301 	9.46105e-27
0.0040206 	-1.21028e-05 	-0.000115236 	3.5006e-28
0.00446734 	1.94782e-05 	-5.82399e-05 	-8.46134e-27
0.00491407 	9.43354e-05 	5.44487e-05 	-1.15804e-26
0.0053608 	0.000169192 	0.000167137 	-1.46994e-26
0.00580754 	0.000278503 	0.000314995 	-8.47572e-27
0.00625427 	0.00041461 	0.000490207 	5.01459e-27
0.00670101 	0.000556162 	0.000669767 	1.89778e-26
0.00714774 	0.000764873 	0.000902957 	3.87732e-26
0.00759447 	0.000973585 	0.00113615 	5.85686e-26
0.00804121 	0.00122649 	0.00139451 	6.11493e-26
0.00848794 	0.00151043 	0.00167056 	5.16431e-26
0.00893467 	0.00180106 	0.00194846 	4.36751e-26
0.00938141 	0.00215186 	0.00224308 	4.95512e-26
0.00982814 	0.00250267 	0.00253771 	5.54273e-26
0.0102749 	0.00288368 	0.00282651 	1.09133e-25
0.0107216 	0.0032838 	0.00311163 	1.93097e-25
0.0111683 	0.00368734 	0.00339238 	2.62338e-25
0.0116151 	0.00411479 	0.00364256 	2.28508e-25
0.0120618 	0.00454224 	0.00389275 	1.94677e-25
0.0125085 	0.00497349 	0.00410917 	6.38558e-26
0.0129553 	0.0054069 	0.00430639 	-1.22118e-25
0.013402 	0.00583862 	0.00449431 	-2.97568e-25
0.0138487 	0.00626074 	0.00462955 	-4.13388e-25
0.0142955 	0.00668286 	0.00476479 	-5.29208e-25
0.0147422 	0.00708968 	0.00485832 	-4.95934e-25
0.0151889 	0.00748871 	0.00493061 	-3.86707e-25
0.0156357 	0.00788254 	0.00499272 	-2.43467e-25
0.0160824 	0.00825186 	0.00500685 	6.01234e-26
0.0165291 	0.00862117 	0.00502099 	3.63713e-25
0.0169759 	0.00896824 	0.00500068 	4.53623e-25
0.0174226 	0.0093052 	0.00496472 	4.46405e-25
0.0178693 	0.00963569 	0.00492059 	4.05203e-25
0.0183161 	0.00994028 	0.00484381 	2.28065e-25
0.0187628 	0.0102449 	0.00476702 	5.09271e-26
0.0192095 	0.0105274 	0.00466763 	0
0.0196563 	0.0108011 	0.00455913 	0
0.020103 	0.0110683 	0.00444534 	-4.86549e-26
0.0205497 	0.0113132 	0.00431331 	-2.64899e-25
0.0209965 	0.011558 	0.00418127 	-4.81143e-25
0.0214432 	0.0117833 	0.00403701 	-7.7656e-25
0.0218899 	0.0120016 	0.0038884 	-1.10016e-24
0.0223367 	0.0122139 	0.00373705 	-1.3268e-24
0.0227834 	0.0124078 	0.00357751 	-1.26259e-24
0.0232302 	0.0126018 	0.00341796 	-1.19839e-24
0.0236769 	0.0127787 	0.00325347 	-8.01894e-25
0.0241236 	0.0129503 	0.00308744 	-3.01904e-25
0.0245704 	0.0131163 	0.00292055 	1.631e-25
0.0250171 	0.0132674 	0.00275142 	5.35867e-25
0.0254638 	0.0134185 	0.00258228 	9.08634e-25
0.0259106 	0.0135546 	0.00241266 	9.36153e-25
0.0263573 	0.0136867 	0.00224291 	8.7051e-25
0.026804 	0.0138136 	0.00207351 	7.90907e-25
0.0272508 	0.0139281 	0.00190489 	6.78731e-25
0.0276975 	0.0140427 	0.00173628 	5.66555e-25
0.0281442 	0.0141439 	0.00156953 	5.85139e-25
0.028591 	0.0142421 	0.00140321 	6.33897e-25
0.0290377 	0.0143353 	0.00123786 	6.17281e-25
0.0294844 	0.0144181 	0.00107453 	4.64884e-25
0.0299312 	0.014501 	0.00091119 	3.12488e-25
0.0303779 	0.0145716 	0.000750623 	-5.353e-26
0.0308246 	0.0146399 	0.000590595 	-4.60997e-25
0.0312714 	0.0147033 	0.000431745 	-7.10506e-25
0.0317181 	0.0147576 	0.000275084 	-6.66665e-25
0.0321648 	0.014812 	0.000118424 	-6.22825e-25
0.0326116 	0.0148547 	-3.5442e-05 	-1.98609e-25
0.0330583 	0.0148956 	-0.000188862 	2.86247e-25
0.033505 	0.0149315 	-0.000341148 	6.23719e-25
0.0339518 	0.0149591 	-0.000491542 	7.15551e-25
0.0343985 	0.0149867 	-0.000641937 	8.07383e-25
0.0348452 	0.0150026 	-0.000789845 	5.27472e-25
0.035292 	0.015017 	-0.000937438 	2.0044e-25
0.0357387 	0.0150261 	-0.00108399 	1.85498e-26
0.0361854 	0.0150273 	-0.00122897 	5.43745e-26
0.0366322 	0.0150285 	-0.00137396 	9.01992e-26
0.0370789 	0.0150173 	-0.00151667 	4.09205e-25
0.0375256 	0.015005 	-0.00165917 	7.55366e-25
0.0379724 	0.0149867 	-0.0018006 	8.80893e-25
0.0384191 	0.0149604 	-0.00194058 	7.07914e-25
0.0388658 	0.0149341 	-0.00208056 	5.34936e-25
0.0393126 	0.014894 	-0.00221795 	2.98415e-27
0.0397593 	0.014853 	-0.00235517 	-5.52899e-25
0.040206 	0.0148049 	-0.0024909 	-8.95005e-25
0.0406528 	0.0147482 	-0.0026248 	-9.75827e-25
0.0410995 	0.0146915 	-0.00275869 	-1.05665e-24
0.0415462 	0.0146181 	-0.00288841 	-8.09711e-25
0.041993 	0.014544 	-0.00301797 	-5.50002e-25
0.0424397 	0.0144607 	-0.00314467 	-3.72379e-25
0.0428864 	0.014367 	-0.00326823 	-2.85484e-25
0.0433332 	0.0142733 	-0.00339179 	-1.98588e-25
0.0437799 	0.014157 	-0.00350696 	-1.57855e-25
0.0442266 	0.0140404 	-0.00362202 	-1.17706e-25
0.0446734 	0.0139101 	-0.00373108 	-7.80075e-26
0.0451201 	0.0137662 	-0.00383414 	-3.87585e-26
0.0455668 	0.0136218 	-0.00393699 	1.34032e-27
0.0460136 	0.0134451 	-0.0040234 	1.08566e-25
