0 	506.15 	7.06153e-05
0.000446734 	506.144 	7.06116e-05
0.000893467 	506.137 	7.06078e-05
0.0013402 	506.131 	7.06034e-05
0.00178693 	506.125 	7.05982e-05
0.00223367 	506.119 	7.05932e-05
0.0026804 	506.113 	7.05938e-05
0.00312714 	506.106 	7.05943e-05
0.00357387 	506.1 	7.05984e-05
0.0040206 	506.094 	7.06055e-05
0.00446734 	506.088 	7.06129e-05
0.00491407 	506.082 	7.06273e-05
0.0053608 	506.076 	7.06418e-05
0.00580754 	506.071 	7.06624e-05
0.00625427 	506.065 	7.06879e-05
0.00670101 	506.059 	7.07146e-05
0.00714774 	506.054 	7.07566e-05
0.00759447 	506.048 	7.07986e-05
0.00804121 	506.043 	7.08531e-05
0.00848794 	506.038 	7.09164e-05
0.00893467 	506.032 	7.09818e-05
0.00938141 	506.027 	7.10666e-05
0.00982814 	506.022 	7.11514e-05
0.0102749 	506.018 	7.1244e-05
0.0107216 	506.013 	7.13415e-05
0.0111683 	506.008 	7.14378e-05
0.0116151 	506.003 	7.15265e-05
0.0120618 	505.999 	7.16152e-05
0.0125085 	505.994 	7.16764e-05
0.0129553 	505.99 	7.17219e-05
0.013402 	505.986 	7.17545e-05
0.0138487 	505.982 	7.17145e-05
0.0142955 	505.977 	7.16744e-05
0.0147422 	505.973 	7.15497e-05
0.0151889 	505.97 	7.13819e-05
0.0156357 	505.966 	7.1186e-05
0.0160824 	505.962 	7.08577e-05
0.0165291 	505.958 	7.05294e-05
0.0169759 	505.955 	7.00794e-05
0.0174226 	505.951 	6.95742e-05
0.0178693 	505.948 	6.90341e-05
0.0183161 	505.944 	6.83552e-05
0.0187628 	505.941 	6.76762e-05
0.0192095 	505.938 	6.68893e-05
0.0196563 	505.935 	6.60589e-05
0.020103 	505.932 	6.52028e-05
0.0205497 	505.929 	6.42587e-05
0.0209965 	505.926 	6.33145e-05
0.0214432 	505.924 	6.23222e-05
0.0218899 	505.921 	6.13127e-05
0.0223367 	505.919 	6.03004e-05
0.0227834 	505.916 	5.92795e-05
0.0232302 	505.914 	5.82586e-05
