0 	506.15 	-1.49599e-05
0.000446734 	506.124 	-1.52589e-05
0.000893467 	506.098 	-1.55606e-05
0.0013402 	506.072 	-1.6245e-05
0.00178693 	506.045 	-1.72966e-05
0.00223367 	506.019 	-1.837e-05
0.0026804 	505.994 	-2.02253e-05
0.00312714 	505.968 	-2.20805e-05
0.00357387 	505.943 	-2.42974e-05
0.0040206 	505.918 	-2.68258e-05
0.00446734 	505.893 	-2.93841e-05
0.00491407 	505.87 	-3.25026e-05
0.0053608 	505.847 	-3.5621e-05
0.00580754 	505.825 	-3.90005e-05
0.00625427 	505.803 	-4.25801e-05
0.00670101 	505.782 	-4.6183e-05
0.00714774 	505.763 	-5.00466e-05
0.00759447 	505.744 	-5.39101e-05
0.00804121 	505.726 	-5.78399e-05
0.00848794 	505.71 	-6.1813e-05
0.00893467 	505.693 	-6.57841e-05
0.00938141 	505.679 	-6.97212e-05
0.00982814 	505.665 	-7.36584e-05
0.0102749 	505.652 	-7.75072e-05
0.0107216 	505.64 	-8.12978e-05
0.0111683 	505.629 	-8.50613e-05
0.0116151 	505.619 	-8.86253e-05
0.0120618 	505.609 	-9.21893e-05
0.0125085 	505.601 	-9.55753e-05
0.0129553 	505.594 	-9.88583e-05
0.013402 	505.586 	-0.000102095
0.0138487 	505.581 	-0.000105065
0.0142955 	505.575 	-0.000108035
0.0147422 	505.57 	-0.000110789
0.0151889 	505.566 	-0.000113432
0.0156357 	505.562 	-0.000116018
0.0160824 	505.56 	-0.000118335
0.0165291 	505.557 	-0.000120651
0.0169759 	505.555 	-0.000122751
0.0174226 	505.553 	-0.000124752
0.0178693 	505.552 	-0.000126694
0.0183161 	505.551 	-0.000128396
0.0187628 	505.551 	-0.000130099
0.0192095 	505.551 	-0.000131604
0.0196563 	505.551 	-0.000133029
0.020103 	505.551 	-0.000134397
0.0205497 	505.552 	-0.000135566
0.0209965 	505.553 	-0.000136734
0.0214432 	505.554 	-0.000137729
0.0218899 	505.556 	-0.000138662
0.0223367 	505.557 	-0.000139541
0.0227834 	505.559 	-0.000140256
0.0232302 	505.56 	-0.00014097
0.0236769 	505.562 	-0.000141531
0.0241236 	505.564 	-0.000142043
0.0245704 	505.566 	-0.000142502
0.0250171 	505.569 	-0.000142822
0.0254638 	505.571 	-0.000143142
0.0259106 	505.573 	-0.000143316
0.0263573 	505.575 	-0.00014345
0.026804 	505.577 	-0.00014353
0.0272508 	505.58 	-0.000143482
0.0276975 	505.582 	-0.000143433
0.0281442 	505.584 	-0.000143235
0.028591 	505.586 	-0.000143001
0.0290377 	505.588 	-0.000142705
0.0294844 	505.59 	-0.000142279
0.0299312 	505.592 	-0.000141853
0.0303779 	505.593 	-0.000141257
0.0308246 	505.595 	-0.000140628
0.0312714 	505.596 	-0.000139923
0.0317181 	505.598 	-0.000139075
0.0321648 	505.599 	-0.000138228
0.0326116 	505.6 	-0.000137176
0.0330583 	505.6 	-0.000136091
0.033505 	505.601 	-0.00013491
0.0339518 	505.601 	-0.000133567
0.0343985 	505.601 	-0.000132224
0.0348452 	505.6 	-0.000130632
0.035292 	505.599 	-0.000129009
0.0357387 	505.598 	-0.000127265
0.0361854 	505.597 	-0.000125339
0.0366322 	505.595 	-0.000123413
0.0370789 	505.593 	-0.000121193
0.0375256 	505.59 	-0.000118945
0.0379724 	505.587 	-0.000116554
0.0384191 	505.583 	-0.000113969
0.0388658 	505.579 	-0.000111385
0.0393126 	505.574 	-0.00010848
0.0397593 	505.568 	-0.000105553
0.040206 	505.562 	-0.000102476
0.0406528 	505.555 	-9.92145e-05
0.0410995 	505.549 	-9.5953e-05
0.0415462 	505.54 	-9.23911e-05
0.041993 	505.531 	-8.88178e-05
0.0424397 	505.522 	-8.51171e-05
0.0428864 	505.511 	-8.12759e-05
0.0433332 	505.501 	-7.7432e-05
0.0437799 	505.489 	-7.33973e-05
0.0442266 	505.476 	-6.93574e-05
0.0446734 	505.463 	-6.52675e-05
0.0451201 	505.448 	-6.1127e-05
0.0455668 	505.433 	-5.69859e-05
0.0460136 	505.417 	-5.28774e-05
0.0464603 	505.4 	-4.87674e-05
0.046907 	505.383 	-4.47561e-05
0.0473538 	505.364 	-4.08316e-05
0.0478005 	505.345 	-3.69221e-05
0.0482472 	505.325 	-3.33057e-05
0.048694 	505.305 	-2.96893e-05
0.0491407 	505.284 	-2.62942e-05
0.0495874 	505.262 	-2.30707e-05
0.0500342 	505.24 	-1.98909e-05
0.0504809 	505.217 	-1.73349e-05
0.0509276 	505.195 	-1.47789e-05
0.0513744 	505.171 	-1.27021e-05
0.0518211 	505.148 	-1.09552e-05
0.0522678 	505.125 	-9.25324e-06
0.0527146 	505.101 	-7.28426e-06
0.0531613 	505.078 	-5.31528e-06
0.053608 	505.05 	-4.27941e-06
0.0540548 	505.018 	-3.85312e-06
0.0545015 	504.986 	-3.54519e-06
0.0549482 	504.947 	-3.92115e-06
0.055395 	504.908 	-4.29712e-06
0.0558417 	504.87 	-3.68148e-06
0.0562884 	504.832 	-2.5993e-06
0.0567352 	504.794 	-1.47459e-06
0.0571819 	504.756 	-2.38702e-07
0.0576286 	504.719 	9.97189e-07
0.0580754 	504.681 	2.23002e-06
0.0585221 	504.644 	3.44803e-06
0.0589688 	504.607 	4.65563e-06
0.0594156 	504.569 	5.7832e-06
0.0598623 	504.532 	6.91078e-06
0.060309 	504.495 	7.96452e-06
0.0607558 	504.458 	8.97845e-06
0.0612025 	504.421 	9.97345e-06
0.0616492 	504.384 	1.08735e-05
0.062096 	504.346 	1.17735e-05
0.0625427 	504.309 	1.26024e-05
0.0629894 	504.272 	1.33976e-05
0.0634362 	504.235 	1.41752e-05
0.0638829 	504.198 	1.48774e-05
0.0643296 	504.161 	1.55795e-05
0.0647764 	504.124 	1.62248e-05
0.0652231 	504.087 	1.68455e-05
0.0656698 	504.051 	1.74516e-05
0.0661166 	504.014 	1.80015e-05
0.0665633 	503.977 	1.85515e-05
0.0670101 	503.94 	1.90573e-05
0.0674568 	503.903 	1.95456e-05
0.0679035 	503.866 	2.00217e-05
0.0683503 	503.83 	2.04563e-05
0.068797 	503.793 	2.08908e-05
0.0692437 	503.756 	2.12906e-05
0.0696905 	503.719 	2.1678e-05
0.0701372 	503.683 	2.20551e-05
0.0705839 	503.646 	2.24009e-05
0.0710307 	503.609 	2.27467e-05
0.0714774 	503.573 	2.30647e-05
