7.575949367088609	0.03598971722365096	7.40506329113924	6.6760925449871475	6.368354430379748	6.6401028277634975	4.135443037974684	6.6401028277634975	4.135443037974684	6.6760925449871475
7.655696202531646	0.9807197943444743	7.348101265822785	6.379177377892032	6.277215189873418	5.920308483290489	4.021518987341773	6.037275064267353	3.9303797468354436	6.397172236503857
7.7126582278481015	2.0784061696658105	7.29113924050633	6.028277634961441	6.049367088607595	5.335475578406171	3.9189873417721524	5.722365038560412	3.839240506329114	6.235218508997431
7.815189873417721	3.356041131105399	7.234177215189875	5.164524421593831	5.69620253164557	4.903598971722365	3.8620253164556964	5.623393316195374	3.8164556962025324	5.74935732647815
7.88354430379747	3.967866323907456	7.18860759493671	4.399742930591261	5.616455696202532	4.732647814910026	3.782278481012659	5.038560411311055	3.7594936708860764	5.371465295629821
7.951898734177216	4.660668380462726	7.131645569620254	3.598971722365039	5.50253164556962	4.543701799485862	3.679746835443038	4.5167095115681235	3.6683544303797477	4.660668380462726
7.98607594936709	5.6503856041131115	7.017721518987343	2.5012853470437024	5.4	4.0398457583547565	3.6683544303797477	4.093830334190232	3.6000000000000005	3.8419023136246793
8.077215189873419	6.550128534704371	6.937974683544304	1.7544987146529571	5.29746835443038	3.356041131105399	3.6113924050632917	3.410025706940875	3.520253164556963	3.67095115681234
		6.778481012658228	1.2686375321336767	5.206329113924052	3.0141388174807204	3.5544303797468357	2.951156812339332	3.451898734177216	3.491002570694088
		6.573417721518989	0.8457583547557839	5.103797468354431	2.915167095115682	3.4860759493670885	2.56426735218509	3.3721518987341774	3.3380462724935738
		6.482278481012659	0.7017994858611836	4.98987341772152	2.267352185089975	3.417721518987342	2.015424164524422	3.2696202531645575	2.987146529562983
		6.2886075949367095	0.4228791773778928	4.89873417721519	1.8624678663239083	3.3721518987341774	1.4305912596401038	3.2012658227848103	2.5552699228791775
		6.208860759493672	0.16195372750642711	4.682278481012659	1.4215938303341913	3.3037974683544302	1.0347043701799494	3.121518987341772	2.195372750642674
		6.208860759493672	0.05398457583547511	4.465822784810127	1.061696658097687	3.2582278481012663	0.8097686375321338	3.0531645569620256	1.8444730077120823
				4.294936708860759	0.6838046272493576	3.178481012658228	0.494858611825193	2.9962025316455696	1.55655526992288
				4.158227848101267	0.1529562982005146	3.087341772151899	0.37789203084832934	2.8936708860759497	1.4395886889460154
				4.158227848101267	0.03598971722365096	3.0987341772151904	0.06298200514138941	2.80253164556962	1.2416452442159382
								2.688607594936709	1.151670951156813
								2.620253164556962	0.8457583547557839
								2.5063291139240507	0.7467866323907462
								2.4037974683544308	0.566838046272494
								2.255696202531646	0.33290488431876586
								2.2329113924050636	0.07197943444730104
