# Residuals   
# Time        	p_rgh         
1.819         	1.537850e-04
1.82          	1.536980e-04
1.821         	1.536110e-04
1.822         	1.535250e-04
1.823         	1.534380e-04
1.824         	1.533520e-04
1.825         	1.532660e-04
1.826         	1.531800e-04
1.827         	1.530940e-04
1.828         	1.530090e-04
1.829         	1.529230e-04
1.83          	1.528380e-04
1.831         	1.527530e-04
1.832         	1.526690e-04
1.833         	1.525840e-04
1.834         	1.525000e-04
1.835         	1.524160e-04
1.836         	1.523320e-04
1.837         	1.522480e-04
1.838         	1.521650e-04
1.839         	1.520820e-04
1.84          	1.519990e-04
1.841         	1.519160e-04
1.842         	1.518330e-04
1.843         	1.517510e-04
1.844         	1.516680e-04
1.845         	1.515860e-04
1.846         	1.515030e-04
1.847         	1.514210e-04
1.848         	1.513390e-04
1.849         	1.512580e-04
1.85          	1.511760e-04
1.851         	1.510950e-04
1.852         	1.510140e-04
1.853         	1.509330e-04
1.854         	1.508530e-04
1.855         	1.507720e-04
1.856         	1.506930e-04
1.857         	1.506130e-04
1.858         	1.505330e-04
1.859         	1.504540e-04
1.86          	1.503750e-04
1.861         	1.502970e-04
1.862         	1.502190e-04
1.863         	1.501420e-04
1.864         	1.500640e-04
1.865         	1.499860e-04
1.866         	1.499090e-04
1.867         	1.498320e-04
1.868         	1.497550e-04
1.869         	1.496780e-04
1.87          	1.496010e-04
1.871         	1.495240e-04
1.872         	1.494470e-04
1.873         	1.493710e-04
1.874         	1.492950e-04
1.875         	1.492190e-04
1.876         	1.491440e-04
1.877         	1.490680e-04
1.878         	1.489930e-04
1.879         	1.489180e-04
1.88          	1.488420e-04
1.881         	1.487680e-04
1.882         	1.486940e-04
1.883         	1.486200e-04
1.884         	1.485470e-04
1.885         	1.484740e-04
1.886         	1.484020e-04
1.887         	1.483300e-04
1.888         	1.482580e-04
1.889         	1.481860e-04
1.89          	1.481140e-04
1.891         	1.480430e-04
1.892         	1.479720e-04
1.893         	1.479010e-04
1.894         	1.478300e-04
1.895         	1.477590e-04
1.896         	1.476880e-04
1.897         	1.476180e-04
1.898         	1.475480e-04
1.899         	1.474780e-04
1.9           	1.474090e-04
1.901         	1.473400e-04
1.902         	1.472710e-04
1.903         	1.472020e-04
1.904         	1.471330e-04
1.905         	1.470640e-04
1.906         	1.469950e-04
1.907         	1.469260e-04
1.908         	1.468570e-04
1.909         	1.467880e-04
1.91          	1.467200e-04
1.911         	1.466520e-04
1.912         	1.465840e-04
1.913         	1.465170e-04
1.914         	1.464490e-04
1.915         	1.463820e-04
1.916         	1.463150e-04
1.917         	1.462470e-04
1.918         	1.461800e-04
1.919         	1.461140e-04
1.92          	1.460470e-04
1.921         	1.459800e-04
1.922         	1.459140e-04
1.923         	1.458480e-04
1.924         	1.457820e-04
1.925         	1.457170e-04
1.926         	1.456520e-04
1.927         	1.455870e-04
1.928         	1.455220e-04
1.929         	1.454570e-04
1.93          	1.453920e-04
1.931         	1.453270e-04
1.932         	1.452620e-04
1.933         	1.451970e-04
1.934         	1.451330e-04
1.935         	1.450680e-04
1.936         	1.450030e-04
1.937         	1.449380e-04
1.938         	1.448740e-04
1.939         	1.448100e-04
1.94          	1.447450e-04
1.941         	1.446820e-04
1.942         	1.446190e-04
1.943         	1.445550e-04
1.944         	1.444920e-04
1.945         	1.444300e-04
1.946         	1.443670e-04
1.947         	1.443040e-04
1.948         	1.442420e-04
1.949         	1.441800e-04
1.95          	1.441170e-04
1.951         	1.440560e-04
1.952         	1.439940e-04
1.953         	1.439330e-04
1.954         	1.438720e-04
1.955         	1.438110e-04
1.956         	1.437500e-04
1.957         	1.436890e-04
1.958         	1.436280e-04
1.959         	1.435670e-04
1.96          	1.435070e-04
1.961         	1.434460e-04
1.962         	1.433860e-04
1.963         	1.433260e-04
1.964         	1.432650e-04
1.965         	1.432050e-04
1.966         	1.431670e-04
1.967         	1.431120e-04
1.968         	1.430520e-04
1.969         	1.429910e-04
1.97          	1.429310e-04
1.971         	1.428700e-04
1.972         	1.428090e-04
1.973         	1.427470e-04
1.974         	1.426860e-04
1.975         	1.426250e-04
1.976         	1.425650e-04
1.977         	1.425040e-04
1.978         	1.424440e-04
1.979         	1.423840e-04
1.98          	1.423240e-04
1.981         	1.422640e-04
1.982         	1.422040e-04
1.983         	1.421440e-04
1.984         	1.420840e-04
1.985         	1.420250e-04
1.986         	1.419650e-04
1.987         	1.419060e-04
1.988         	1.418460e-04
1.989         	1.417870e-04
1.99          	1.417270e-04
1.991         	1.416690e-04
1.992         	1.416100e-04
1.993         	1.415520e-04
1.994         	1.414940e-04
1.995         	1.414360e-04
1.996         	1.413790e-04
1.997         	1.413220e-04
1.998         	1.412660e-04
1.999         	1.412100e-04
2             	1.411540e-04
2.001         	1.410990e-04
2.002         	1.410430e-04
2.003         	1.409880e-04
2.004         	1.409340e-04
2.005         	1.408790e-04
2.006         	1.408240e-04
2.007         	1.407700e-04
2.008         	1.407150e-04
2.009         	1.406610e-04
2.01          	1.406070e-04
2.011         	1.405520e-04
2.012         	1.404980e-04
2.013         	1.404440e-04
2.014         	1.403900e-04
2.015         	1.403370e-04
2.016         	1.402830e-04
2.017         	1.402290e-04
2.018         	1.401750e-04
2.019         	1.401210e-04
2.02          	1.400670e-04
2.021         	1.400130e-04
2.022         	1.399600e-04
2.023         	1.399070e-04
2.024         	1.398550e-04
2.025         	1.398030e-04
2.026         	1.397510e-04
2.027         	1.397000e-04
2.028         	1.396480e-04
2.029         	1.395970e-04
2.03          	1.395460e-04
2.031         	1.394960e-04
2.032         	1.394460e-04
2.033         	1.393960e-04
2.034         	1.393460e-04
2.035         	1.392960e-04
2.036         	1.392470e-04
2.037         	1.391980e-04
2.038         	1.391490e-04
2.039         	1.390990e-04
2.04          	1.390500e-04
2.041         	1.390010e-04
2.042         	1.389520e-04
2.043         	1.389030e-04
2.044         	1.388660e-04
2.045         	1.388180e-04
2.046         	1.387700e-04
2.047         	1.387210e-04
2.048         	1.386730e-04
2.049         	1.386240e-04
2.05          	1.385760e-04
2.051         	1.385280e-04
2.052         	1.384790e-04
2.053         	1.384310e-04
2.054         	1.383840e-04
2.055         	1.383360e-04
2.056         	1.382890e-04
2.057         	1.382410e-04
2.058         	1.381940e-04
2.059         	1.381480e-04
2.06          	1.381020e-04
2.061         	1.380550e-04
2.062         	1.380090e-04
2.063         	1.379610e-04
2.064         	1.379130e-04
2.065         	1.378660e-04
2.066         	1.378190e-04
2.067         	1.377720e-04
2.068         	1.377240e-04
2.069         	1.376770e-04
2.07          	1.376310e-04
2.071         	1.375840e-04
2.072         	1.375370e-04
2.073         	1.374910e-04
2.074         	1.374440e-04
2.075         	1.373980e-04
2.076         	1.373520e-04
2.077         	1.373060e-04
2.078         	1.372600e-04
2.079         	1.372140e-04
2.08          	1.371680e-04
2.081         	1.371210e-04
2.082         	1.370750e-04
2.083         	1.370300e-04
2.084         	1.369840e-04
2.085         	1.369390e-04
2.086         	1.368940e-04
2.087         	1.368490e-04
2.088         	1.368050e-04
2.089         	1.367610e-04
2.09          	1.367180e-04
2.091         	1.366740e-04
2.092         	1.366310e-04
2.093         	1.365870e-04
2.094         	1.365440e-04
2.095         	1.365010e-04
2.096         	1.364580e-04
2.097         	1.364140e-04
2.098         	1.363710e-04
2.099         	1.363280e-04
2.1           	1.362850e-04
2.101         	1.362420e-04
2.102         	1.361940e-04
2.103         	1.361510e-04
2.104         	1.361080e-04
2.105         	1.360660e-04
2.106         	1.360240e-04
2.107         	1.359820e-04
2.108         	1.359400e-04
2.109         	1.358980e-04
2.11          	1.358560e-04
2.111         	1.358140e-04
2.112         	1.357720e-04
2.113         	1.357300e-04
2.114         	1.356870e-04
2.115         	1.356450e-04
2.116         	1.356040e-04
2.117         	1.355620e-04
2.118         	1.355210e-04
2.119         	1.354790e-04
2.12          	1.354380e-04
2.121         	1.353970e-04
2.122         	1.353550e-04
2.123         	1.353140e-04
2.124         	1.352730e-04
2.125         	1.352310e-04
2.126         	1.351900e-04
2.127         	1.351490e-04
2.128         	1.351080e-04
2.129         	1.350680e-04
2.13          	1.350270e-04
2.131         	1.349860e-04
2.132         	1.349460e-04
2.133         	1.349050e-04
2.134         	1.348630e-04
2.135         	1.348230e-04
2.136         	1.347820e-04
2.137         	1.347420e-04
2.138         	1.347020e-04
2.139         	1.346620e-04
2.14          	1.346230e-04
2.141         	1.345840e-04
2.142         	1.345450e-04
2.143         	1.345060e-04
2.144         	1.344670e-04
2.145         	1.344280e-04
2.146         	1.343890e-04
2.147         	1.343510e-04
2.148         	1.343130e-04
2.149         	1.342620e-04
2.15          	1.341100e-04
2.151         	1.340720e-04
2.152         	1.340330e-04
2.153         	1.339950e-04
2.154         	1.339570e-04
2.155         	1.339200e-04
2.156         	1.338830e-04
2.157         	1.338450e-04
2.158         	1.338090e-04
2.159         	1.337720e-04
2.16          	1.337360e-04
2.161         	1.337000e-04
2.162         	1.336640e-04
2.163         	1.336290e-04
2.164         	1.335930e-04
2.165         	1.335580e-04
2.166         	1.335230e-04
2.167         	1.334880e-04
2.168         	1.334530e-04
2.169         	1.334180e-04
2.17          	1.333840e-04
2.171         	1.333510e-04
2.172         	1.333200e-04
2.173         	1.332920e-04
2.174         	1.332580e-04
2.175         	1.332240e-04
2.176         	1.331890e-04
2.177         	1.331540e-04
2.178         	1.331190e-04
2.179         	1.330840e-04
2.18          	1.330500e-04
2.181         	1.330160e-04
2.182         	1.329830e-04
2.183         	1.329490e-04
2.184         	1.329160e-04
2.185         	1.328830e-04
2.186         	1.328510e-04
2.187         	1.328190e-04
2.188         	1.327860e-04
2.189         	1.327540e-04
2.19          	1.327220e-04
2.191         	1.326900e-04
2.192         	1.326570e-04
2.193         	1.326250e-04
2.194         	1.325920e-04
2.195         	1.325600e-04
2.196         	1.325280e-04
2.197         	1.324960e-04
2.198         	1.324640e-04
2.199         	1.324330e-04
2.2           	1.324010e-04
2.201         	1.323700e-04
2.202         	1.323390e-04
2.203         	1.323140e-04
2.204         	1.322820e-04
2.205         	1.322520e-04
2.206         	1.322230e-04
2.207         	1.321940e-04
2.208         	1.321640e-04
2.209         	1.321360e-04
2.21          	1.321070e-04
2.211         	1.320780e-04
2.212         	1.320490e-04
2.213         	1.320200e-04
2.214         	1.319920e-04
2.215         	1.319630e-04
2.216         	1.319350e-04
2.217         	1.319060e-04
2.218         	1.318780e-04
2.219         	1.318500e-04
2.22          	1.318220e-04
2.221         	1.317940e-04
2.222         	1.317670e-04
2.223         	1.317390e-04
2.224         	1.317110e-04
2.225         	1.316840e-04
2.226         	1.316570e-04
2.227         	1.316290e-04
2.228         	1.316020e-04
2.229         	1.315740e-04
2.23          	1.315470e-04
2.231         	1.315200e-04
2.232         	1.314930e-04
2.233         	1.314660e-04
2.234         	1.314400e-04
2.235         	1.314130e-04
2.236         	1.313870e-04
2.237         	1.313610e-04
2.238         	1.313350e-04
2.239         	1.313090e-04
2.24          	1.312830e-04
2.241         	1.312570e-04
2.242         	1.312320e-04
2.243         	1.312060e-04
2.244         	1.311810e-04
2.245         	1.311560e-04
2.246         	1.311300e-04
2.247         	1.311040e-04
2.248         	1.310790e-04
2.249         	1.310530e-04
2.25          	1.310280e-04
2.251         	1.310030e-04
2.252         	1.309780e-04
2.253         	1.309520e-04
2.254         	1.309270e-04
2.255         	1.309030e-04
2.256         	1.308790e-04
2.257         	1.308560e-04
2.258         	1.308320e-04
2.259         	1.308070e-04
2.26          	1.307820e-04
2.261         	1.307570e-04
2.262         	1.307320e-04
2.263         	1.307070e-04
2.264         	1.306820e-04
2.265         	1.306580e-04
2.266         	1.306340e-04
2.267         	1.306090e-04
2.268         	1.305850e-04
2.269         	1.305610e-04
2.27          	1.305370e-04
2.271         	1.305130e-04
2.272         	1.304880e-04
2.273         	1.304650e-04
2.274         	1.304410e-04
2.275         	1.304180e-04
2.276         	1.303950e-04
2.277         	1.303720e-04
2.278         	1.303490e-04
2.279         	1.303270e-04
2.28          	1.303050e-04
2.281         	1.302830e-04
2.282         	1.302610e-04
2.283         	1.302390e-04
2.284         	1.302170e-04
2.285         	1.301960e-04
2.286         	1.301770e-04
2.287         	1.301580e-04
2.288         	1.301400e-04
2.289         	1.301220e-04
2.29          	1.301040e-04
2.291         	1.300870e-04
2.292         	1.300690e-04
2.293         	1.300520e-04
2.294         	1.300350e-04
2.295         	1.300180e-04
2.296         	1.300020e-04
2.297         	1.299850e-04
2.298         	1.299690e-04
2.299         	1.299530e-04
2.3           	1.299360e-04
2.301         	1.299200e-04
2.302         	1.299040e-04
2.303         	1.298880e-04
2.304         	1.298730e-04
2.305         	1.298570e-04
2.306         	1.298420e-04
2.307         	1.298270e-04
2.308         	1.298120e-04
2.309         	1.297970e-04
2.31          	1.297820e-04
2.311         	1.297680e-04
2.312         	1.297540e-04
2.313         	1.297390e-04
2.314         	1.297250e-04
2.315         	1.297110e-04
2.316         	1.296970e-04
2.317         	1.296830e-04
2.318         	1.296700e-04
2.319         	1.296560e-04
2.32          	1.296420e-04
2.321         	1.296280e-04
2.322         	1.296140e-04
2.323         	1.296010e-04
2.324         	1.295870e-04
2.325         	1.295730e-04
2.326         	1.295590e-04
2.327         	1.295460e-04
2.328         	1.295320e-04
2.329         	1.295180e-04
2.33          	1.295040e-04
2.331         	1.294910e-04
2.332         	1.294770e-04
2.333         	1.294640e-04
2.334         	1.294510e-04
2.335         	1.294380e-04
2.336         	1.294250e-04
2.337         	1.294120e-04
2.338         	1.293990e-04
2.339         	1.293870e-04
2.34          	1.293740e-04
2.341         	1.293620e-04
2.342         	1.293490e-04
2.343         	1.293370e-04
2.344         	1.293250e-04
2.345         	1.293120e-04
2.346         	1.293000e-04
2.347         	1.292880e-04
2.348         	1.292760e-04
2.349         	1.292640e-04
2.35          	1.292520e-04
2.351         	1.292400e-04
2.352         	1.292280e-04
2.353         	1.292170e-04
2.354         	1.292060e-04
2.355         	1.291940e-04
2.356         	1.291830e-04
2.357         	1.291720e-04
2.358         	1.291620e-04
2.359         	1.291520e-04
2.36          	1.291420e-04
2.361         	1.291320e-04
2.362         	1.291230e-04
2.363         	1.291130e-04
2.364         	1.291040e-04
2.365         	1.290950e-04
2.366         	1.290860e-04
2.367         	1.290780e-04
2.368         	1.290690e-04
2.369         	1.290610e-04
2.37          	1.290520e-04
2.371         	1.290440e-04
2.372         	1.290350e-04
2.373         	1.290270e-04
2.374         	1.290180e-04
2.375         	1.290100e-04
2.376         	1.290020e-04
2.377         	1.289940e-04
2.378         	1.289860e-04
2.379         	1.289770e-04
2.38          	1.289690e-04
2.381         	1.289610e-04
2.382         	1.289530e-04
2.383         	1.289460e-04
2.384         	1.289380e-04
2.385         	1.289310e-04
2.386         	1.289240e-04
2.387         	1.289170e-04
2.388         	1.289100e-04
2.389         	1.289030e-04
2.39          	1.288960e-04
2.391         	1.288890e-04
2.392         	1.288830e-04
2.393         	1.288760e-04
2.394         	1.288700e-04
2.395         	1.288640e-04
2.396         	1.288590e-04
2.397         	1.288530e-04
2.398         	1.288480e-04
2.399         	1.288420e-04
2.4           	1.288360e-04
2.401         	1.288310e-04
2.402         	1.288250e-04
2.403         	1.288200e-04
2.404         	1.288150e-04
2.405         	1.288100e-04
2.406         	1.288050e-04
2.407         	1.288000e-04
2.408         	1.287960e-04
2.409         	1.287900e-04
2.41          	1.287860e-04
2.411         	1.287810e-04
2.412         	1.287780e-04
2.413         	1.287750e-04
2.414         	1.287720e-04
2.415         	1.287690e-04
2.416         	1.287660e-04
2.417         	1.287630e-04
2.418         	1.287610e-04
2.419         	1.287580e-04
2.42          	1.287560e-04
2.421         	1.287540e-04
2.422         	1.287530e-04
2.423         	1.287510e-04
2.424         	1.287490e-04
2.425         	1.287480e-04
2.426         	1.287470e-04
2.427         	1.287450e-04
2.428         	1.287440e-04
2.429         	1.287430e-04
2.43          	1.287420e-04
2.431         	1.287410e-04
2.432         	1.287400e-04
2.433         	1.287390e-04
2.434         	1.287380e-04
2.435         	1.287370e-04
2.436         	1.287360e-04
2.437         	1.287350e-04
2.438         	1.287350e-04
2.439         	1.287340e-04
2.44          	1.287340e-04
2.441         	1.287330e-04
2.442         	1.287330e-04
2.443         	1.287370e-04
2.444         	1.287430e-04
2.445         	1.287430e-04
2.446         	1.287430e-04
2.447         	1.287430e-04
2.448         	1.287430e-04
2.449         	1.287430e-04
2.45          	1.287430e-04
2.451         	1.287430e-04
2.452         	1.287420e-04
2.453         	1.287420e-04
2.454         	1.287410e-04
2.455         	1.287410e-04
2.456         	1.287410e-04
2.457         	1.287400e-04
2.458         	1.287400e-04
2.459         	1.287400e-04
2.46          	1.287400e-04
2.461         	1.287400e-04
2.462         	1.287400e-04
2.463         	1.287410e-04
2.464         	1.287420e-04
2.465         	1.287430e-04
2.466         	1.287440e-04
2.467         	1.287450e-04
2.468         	1.287460e-04
2.469         	1.287470e-04
2.47          	1.287480e-04
2.471         	1.287500e-04
2.472         	1.287510e-04
2.473         	1.287520e-04
2.474         	1.287540e-04
2.475         	1.287560e-04
2.476         	1.287590e-04
2.477         	1.287620e-04
2.478         	1.287660e-04
2.479         	1.287710e-04
2.48          	1.287750e-04
2.481         	1.287800e-04
2.482         	1.287850e-04
2.483         	1.287890e-04
2.484         	1.287940e-04
2.485         	1.287990e-04
2.486         	1.288040e-04
2.487         	1.288100e-04
2.488         	1.288150e-04
2.489         	1.288200e-04
2.49          	1.288260e-04
2.491         	1.288340e-04
2.492         	1.288390e-04
2.493         	1.288440e-04
2.494         	1.288490e-04
2.495         	1.288540e-04
2.496         	1.288590e-04
2.497         	1.288640e-04
2.498         	1.288690e-04
2.499         	1.288740e-04
2.5           	1.288800e-04
2.501         	1.288850e-04
2.502         	1.288910e-04
2.503         	1.288970e-04
2.504         	1.289020e-04
2.505         	1.289080e-04
2.506         	1.289140e-04
2.507         	1.289200e-04
2.508         	1.289270e-04
2.509         	1.289320e-04
2.51          	1.289380e-04
2.511         	1.289440e-04
2.512         	1.289510e-04
2.513         	1.289570e-04
2.514         	1.289640e-04
2.515         	1.289710e-04
2.516         	1.289780e-04
2.517         	1.289840e-04
2.518         	1.289910e-04
2.519         	1.289980e-04
2.52          	1.290050e-04
2.521         	1.290130e-04
2.522         	1.290200e-04
2.523         	1.290270e-04
2.524         	1.290340e-04
2.525         	1.290410e-04
2.526         	1.290480e-04
2.527         	1.290550e-04
2.528         	1.290620e-04
2.529         	1.290700e-04
2.53          	1.290780e-04
2.531         	1.290860e-04
2.532         	1.290950e-04
2.533         	1.291030e-04
2.534         	1.291110e-04
2.535         	1.290860e-04
2.536         	1.289690e-04
2.537         	1.289640e-04
2.538         	1.289660e-04
2.539         	1.289770e-04
2.54          	1.289880e-04
2.541         	1.289990e-04
2.542         	1.290090e-04
2.543         	1.290200e-04
2.544         	1.290320e-04
2.545         	1.290430e-04
2.546         	1.290540e-04
2.547         	1.290660e-04
2.548         	1.290770e-04
2.549         	1.290890e-04
2.55          	1.290970e-04
2.551         	1.291060e-04
2.552         	1.291190e-04
2.553         	1.291320e-04
2.554         	1.291450e-04
2.555         	1.291580e-04
2.556         	1.291700e-04
2.557         	1.291830e-04
2.558         	1.291960e-04
2.559         	1.292090e-04
2.56          	1.292220e-04
2.561         	1.292360e-04
2.562         	1.292500e-04
2.563         	1.292640e-04
2.564         	1.292790e-04
2.565         	1.292940e-04
2.566         	1.293090e-04
2.567         	1.293240e-04
2.568         	1.293390e-04
2.569         	1.293560e-04
2.57          	1.293730e-04
2.571         	1.293900e-04
2.572         	1.294070e-04
2.573         	1.294250e-04
2.574         	1.294420e-04
2.575         	1.294600e-04
2.576         	1.294770e-04
2.577         	1.294940e-04
2.578         	1.295120e-04
2.579         	1.295300e-04
2.58          	1.295480e-04
2.581         	1.295650e-04
2.582         	1.295820e-04
2.583         	1.295990e-04
2.584         	1.296150e-04
2.585         	1.296310e-04
2.586         	1.296470e-04
2.587         	1.296630e-04
2.588         	1.296790e-04
2.589         	1.296950e-04
2.59          	1.297120e-04
2.591         	1.297290e-04
2.592         	1.297460e-04
2.593         	1.297630e-04
2.594         	1.297810e-04
2.595         	1.297980e-04
2.596         	1.298150e-04
2.597         	1.298330e-04
2.598         	1.298500e-04
2.599         	1.298670e-04
2.6           	1.298850e-04
2.601         	1.299020e-04
2.602         	1.299190e-04
2.603         	1.299370e-04
2.604         	1.299540e-04
2.605         	1.299720e-04
2.606         	1.299890e-04
2.607         	1.300070e-04
2.608         	1.300250e-04
2.609         	1.300420e-04
2.61          	1.300600e-04
2.611         	1.300780e-04
2.612         	1.300960e-04
2.613         	1.301140e-04
2.614         	1.301310e-04
2.615         	1.301500e-04
2.616         	1.301680e-04
2.617         	1.301850e-04
2.618         	1.302030e-04
2.619         	1.302210e-04
2.62          	1.302390e-04
2.621         	1.302570e-04
2.622         	1.302750e-04
2.623         	1.302930e-04
2.624         	1.303120e-04
2.625         	1.303300e-04
2.626         	1.303480e-04
2.627         	1.303660e-04
2.628         	1.303850e-04
2.629         	1.304030e-04
2.63          	1.304210e-04
2.631         	1.304400e-04
2.632         	1.304580e-04
2.633         	1.304760e-04
2.634         	1.304940e-04
2.635         	1.305110e-04
2.636         	1.305280e-04
2.637         	1.305460e-04
2.638         	1.305640e-04
2.639         	1.305820e-04
2.64          	1.305990e-04
2.641         	1.306170e-04
2.642         	1.306350e-04
2.643         	1.306530e-04
2.644         	1.306720e-04
2.645         	1.306900e-04
2.646         	1.307080e-04
2.647         	1.307260e-04
2.648         	1.307450e-04
2.649         	1.307630e-04
2.65          	1.307810e-04
2.651         	1.308000e-04
2.652         	1.308180e-04
2.653         	1.308360e-04
2.654         	1.308550e-04
2.655         	1.308730e-04
2.656         	1.308910e-04
2.657         	1.309100e-04
2.658         	1.309280e-04
2.659         	1.309460e-04
2.66          	1.309640e-04
2.661         	1.309830e-04
2.662         	1.310010e-04
2.663         	1.310190e-04
2.664         	1.310370e-04
2.665         	1.310550e-04
2.666         	1.310730e-04
2.667         	1.310920e-04
2.668         	1.311100e-04
2.669         	1.311280e-04
2.67          	1.311470e-04
2.671         	1.311660e-04
2.672         	1.311850e-04
2.673         	1.312040e-04
2.674         	1.312240e-04
2.675         	1.312430e-04
2.676         	1.312620e-04
2.677         	1.312820e-04
2.678         	1.313010e-04
2.679         	1.313210e-04
2.68          	1.313400e-04
2.681         	1.313600e-04
2.682         	1.313800e-04
2.683         	1.314000e-04
2.684         	1.314210e-04
2.685         	1.314410e-04
2.686         	1.314610e-04
2.687         	1.314820e-04
2.688         	1.315020e-04
2.689         	1.315220e-04
2.69          	1.315430e-04
2.691         	1.315630e-04
2.692         	1.315840e-04
2.693         	1.316040e-04
2.694         	1.316260e-04
2.695         	1.316470e-04
2.696         	1.316680e-04
2.697         	1.316900e-04
2.698         	1.317110e-04
2.699         	1.317330e-04
2.7           	1.317540e-04
2.701         	1.317750e-04
2.702         	1.317970e-04
2.703         	1.318180e-04
2.704         	1.318390e-04
2.705         	1.318600e-04
2.706         	1.318820e-04
2.707         	1.319030e-04
2.708         	1.319240e-04
2.709         	1.319460e-04
2.71          	1.319690e-04
2.711         	1.319920e-04
2.712         	1.320150e-04
2.713         	1.320390e-04
2.714         	1.320630e-04
2.715         	1.320860e-04
2.716         	1.321120e-04
2.717         	1.321370e-04
2.718         	1.321640e-04
2.719         	1.321900e-04
2.72          	1.322160e-04
2.721         	1.322420e-04
2.722         	1.322680e-04
2.723         	1.322950e-04
2.724         	1.323210e-04
2.725         	1.323470e-04
2.726         	1.323740e-04
2.727         	1.324000e-04
2.728         	1.324250e-04
2.729         	1.324510e-04
2.73          	1.324770e-04
2.731         	1.325030e-04
2.732         	1.325290e-04
2.733         	1.325560e-04
2.734         	1.325820e-04
2.735         	1.326080e-04
2.736         	1.326350e-04
2.737         	1.326610e-04
2.738         	1.326880e-04
2.739         	1.327140e-04
2.74          	1.327410e-04
2.741         	1.327680e-04
2.742         	1.327940e-04
2.743         	1.328190e-04
2.744         	1.328450e-04
2.745         	1.328720e-04
2.746         	1.328980e-04
2.747         	1.329250e-04
2.748         	1.329520e-04
2.749         	1.329780e-04
2.75          	1.330050e-04
2.751         	1.330320e-04
2.752         	1.330600e-04
2.753         	1.330880e-04
2.754         	1.331160e-04
2.755         	1.331440e-04
2.756         	1.331720e-04
2.757         	1.332000e-04
2.758         	1.332280e-04
2.759         	1.332570e-04
2.76          	1.332850e-04
2.761         	1.333140e-04
2.762         	1.333420e-04
2.763         	1.333710e-04
2.764         	1.334000e-04
2.765         	1.334290e-04
2.766         	1.334580e-04
2.767         	1.334870e-04
2.768         	1.335150e-04
2.769         	1.335430e-04
2.77          	1.335710e-04
2.771         	1.335990e-04
2.772         	1.336270e-04
2.773         	1.336550e-04
2.774         	1.336830e-04
2.775         	1.337110e-04
2.776         	1.337390e-04
2.777         	1.337660e-04
2.778         	1.337930e-04
2.779         	1.338200e-04
2.78          	1.338480e-04
2.781         	1.338750e-04
2.782         	1.339020e-04
2.783         	1.339290e-04
2.784         	1.339560e-04
2.785         	1.339840e-04
2.786         	1.340110e-04
2.787         	1.340380e-04
2.788         	1.340660e-04
2.789         	1.340950e-04
2.79          	1.341230e-04
2.791         	1.341520e-04
2.792         	1.341800e-04
2.793         	1.342080e-04
2.794         	1.342360e-04
2.795         	1.342650e-04
2.796         	1.342930e-04
2.797         	1.343220e-04
2.798         	1.343510e-04
2.799         	1.343800e-04
2.8           	1.344080e-04
2.801         	1.344370e-04
2.802         	1.344660e-04
2.803         	1.344950e-04
2.804         	1.345250e-04
2.805         	1.345540e-04
2.806         	1.345840e-04
2.807         	1.346130e-04
2.808         	1.346430e-04
2.809         	1.346740e-04
2.81          	1.347060e-04
2.811         	1.347390e-04
2.812         	1.347710e-04
2.813         	1.348040e-04
2.814         	1.348380e-04
2.815         	1.348720e-04
2.816         	1.349060e-04
2.817         	1.349410e-04
2.818         	1.349760e-04
2.819         	1.350100e-04
2.82          	1.350430e-04
2.821         	1.350770e-04
2.822         	1.351100e-04
2.823         	1.351430e-04
2.824         	1.351770e-04
2.825         	1.352100e-04
2.826         	1.352430e-04
2.827         	1.352770e-04
2.828         	1.353100e-04
2.829         	1.353430e-04
2.83          	1.353760e-04
2.831         	1.354090e-04
2.832         	1.354420e-04
2.833         	1.354760e-04
2.834         	1.355090e-04
2.835         	1.355420e-04
2.836         	1.355760e-04
2.837         	1.356090e-04
2.838         	1.356420e-04
2.839         	1.356740e-04
2.84          	1.357080e-04
2.841         	1.357430e-04
2.842         	1.357770e-04
2.843         	1.358120e-04
2.844         	1.358470e-04
2.845         	1.358810e-04
2.846         	1.359160e-04
2.847         	1.359500e-04
2.848         	1.359830e-04
2.849         	1.360170e-04
